CAN Init OK!!
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
